대여소번호,대여소명,자치구,경도,위도
2241,양재전화국 사거리,서초구,127.04170227,37.48537827
2242,양재역 11번 출구 앞,서초구,127.03417969,37.48398972
2243,서울가정법원,서초구,127.03672791,37.48149109
2244,교육개발원입구 교차로,서초구,127.03890991,37.47785187
2245,양재초등학교 맞은편,서초구,127.03050995,37.47361374
2246, 서울시 품질시험소 앞,서초구,127.02900696,37.46920013
2247,섬들근린공원,서초구,127.02661896,37.46263885
2248, 서초리슈빌S 글로벌 앞,서초구,127.02474213,37.45995331
2249, 우솔초등학교 맞은편,서초구,127.01934814,37.45623398
2250, 서초유치원 맞은편,서초구,127.01628876,37.4557991
2251, 더케이호텔 입구(양재2),서초구,127.03447723,37.46750641
2252, 잔디마을 마을버스 정류장,서초구,127.03604126,37.46332169
2255,양재시민의숲역(매헌) 1번출구,서초구,127.03862,37.47016525
2256,양재동 꽃시장 입구,서초구,127.0403595,37.46768951
2257, 청계산 입구 삼거리,서초구,127.04611206,37.46268845
2258,구룡사 삼거리,서초구,127.05059052,37.47153854
2259, 잠원역 3번-4번 출구사이,서초구,127.01117706,37.51298904
2263, 바우뫼문화복지회관,서초구,127.02684021,37.47192764
2264, 이수역 1번출구,서초구,126.98271942,37.48897171
2265, 이수고가차도 남단,서초구,126.98306274,37.49474335
2266, 서초역 3번출구,서초구,127.00816345,37.49053955
2269, 주홍교 하부,서초구,127.01605225,37.51034927
2270, 서초포레스타 7단지,서초구,127.05773926,37.44896698
2271, 내방역 8번출구 앞,서초구,126.99411774,37.48802185
2272, 교대입구 교차로,서초구,127.01058197,37.4873085
2273, 일동제약 사거리,서초구,127.03826904,37.47782898
2274, 양재시민의숲역 3번출구,서초구,127.03982544,37.4692421
2275, 염곡치안센터 건너편,서초구,127.04907227,37.461494450000004
2276, 영동1교 (양재천근린공원),서초구,127.03890228,37.47438812
2277, 길마중4교 하부,서초구,127.01560211,37.51483917
2279, 교대역 5번출구뒤,서초구,127.01418304,37.49361801
2280, 서울서초고용센터앞,서초구,127.01097107,37.48416138
2281, 연세사랑병원신관앞,서초구,126.98628235,37.47597885
2282, 방배래미안아트힐 101동앞,서초구,127.00583649,37.47720337
2283, 그룹한빌딩옆,서초구,126.98916626,37.48652649
2284, CJ오쇼핑앞,서초구,126.98680115,37.4681015
2285, LH서초3단지 301동 맞은편,서초구,127.02265167,37.45742416
2286, 탑성마을입구,서초구,127.05588531,37.4585495
2287, 능안마을입구,서초구,127.06710052,37.45561981
2288, 안골마을입구,서초구,127.06445312,37.45560837
2289, 남태령역 2번출구,서초구,126.98852539,37.46429825
2293, SPC 앞,서초구,127.03699493,37.48479843
2294, 두상빌딩 앞,서초구,127.04624176,37.47590637
2297, 남부터미널역 1번출구,서초구,127.01592255,37.485672
2299, 한전아트센터 앞,서초구,127.02806091,37.48646927
2301, 현대고등학교 건너편,강남구,127.02178955,37.52407074
2302, 교보타워 버스정류장(신논현역 3번출구 후면),강남구,127.02427673,37.5055809
2303, 논현역 10번출구,강남구,127.02146149,37.51137161
2304, 대현그린타워,강남구,127.03565216,37.5116272
